event_contract	subtype	expiration_date	date	start_price	high_price	low_price	end_price	settlement_price	pair_quantity	open_interest	vwap
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/1/2024	0.3	0.3	0.3	0.3	0.3	1	1	0.3
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/1/2024	0.71	0.71	0.71	0.71	0.71	1	1	0.71
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0724_3.9	YES	2024-08-02T07:30:00-05:00	8/1/2024	0.8	0.94	0.8	0.94	0.94	150	150	0.87
UNR_0724_3.9	NO	2024-08-02T07:30:00-05:00	8/1/2024	0.21	0.21	0.07	0.07	0.07	150	150	0.14
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/1/2024	0	0	0	0		0	0	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/1/2024	0	0	0	0		0	0	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/1/2024	0	0	0	0		0	0	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/1/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/1/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/2/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/2/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_0724_3.9	YES	2024-08-02T07:30:00-05:00	8/2/2024	1	0	0	1	1	0	0	0
UNR_0724_3.9	NO	2024-08-02T07:30:00-05:00	8/2/2024	0	0	0	0	0	0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/2/2024	0.57	0.88	0.57	0.88	0.88	270	270	0.72
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/2/2024	0.44	0.44	0.13	0.13	0.13	270	270	0.29
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/2/2024	0.56	0.62	0.56	0.62	0.62	70	70	0.59
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/2/2024	0.45	0.45	0.39	0.39	0.39	70	70	0.42
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/2/2024	0.54	0.71	0.54	0.71	0.71	40	40	0.6
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/2/2024	0.47	0.47	0.3	0.3	0.3	40	40	0.41
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/2/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/2/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/2/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/3/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/3/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/3/2024	0.88	0	0	0.88	0.88	0	270	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/3/2024	0.13	0	0	0.13	0.13	0	270	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/3/2024	0.62	0	0	0.62	0.62	0	70	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/3/2024	0.39	0	0	0.39	0.39	0	70	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/3/2024	0.71	0	0	0.71	0.71	0	40	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/3/2024	0.3	0	0	0.3	0.3	0	40	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/3/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/3/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/3/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/4/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/4/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/4/2024	0.88	0	0	0.88	0.88	0	270	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/4/2024	0.13	0	0	0.13	0.13	0	270	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/4/2024	0.62	0	0	0.62	0.62	0	70	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/4/2024	0.39	0	0	0.39	0.39	0	70	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/4/2024	0.71	0	0	0.71	0.71	0	40	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/4/2024	0.3	0	0	0.3	0.3	0	40	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/4/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/4/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/4/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/5/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/5/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/5/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/5/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/5/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/5/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/5/2024	0.88	0	0	0.88	0.88	0	270	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/5/2024	0.13	0	0	0.13	0.13	0	270	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/5/2024	0.62	0	0	0.62	0.62	0	70	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/5/2024	0.39	0	0	0.39	0.39	0	70	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/5/2024	0.73	0.73	0.73	0.73	0.73	10	50	0.73
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/5/2024	0.28	0.28	0.28	0.28	0.28	10	50	0.28
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/5/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/5/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/5/2024	0.75	0.75	0.69	0.69	0.69	20	20	0.72
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/5/2024	0.26	0.32	0.26	0.32	0.32	20	20	0.29
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/6/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/6/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/6/2024	0.89	0.9	0.89	0.9	0.9	20	290	0.9
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/6/2024	0.12	0.12	0.11	0.11	0.11	20	290	0.12
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/6/2024	0.81	0.83	0.81	0.83	0.83	30	100	0.82
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/6/2024	0.2	0.2	0.18	0.18	0.18	30	100	0.19
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/6/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/6/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/6/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/6/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/6/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/6/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/6/2024	0	0	0	0		0	0	0
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/6/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/6/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/7/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/7/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/7/2024	0.9	0	0	0.9	0.9	0	290	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/7/2024	0.11	0	0	0.11	0.11	0	290	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/7/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/7/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/7/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/7/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/7/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/7/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/7/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/7/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/7/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/7/2024	0	0	0	0		0	0	0
UNR_1024_4.0	YES	2024-11-01T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_1024_4.0	NO	2024-11-01T07:30:00-05:00	8/7/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/8/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/8/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/8/2024	0.91	0.96	0.91	0.96	0.96	30	320	0.94
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/8/2024	0.1	0.1	0.05	0.05	0.05	30	320	0.07
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/8/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/8/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/8/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/8/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/8/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/8/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/8/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/8/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/8/2024	0.82	0.86	0.82	0.86	0.86	50	50	0.84
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/8/2024	0.19	0.19	0.15	0.15	0.15	50	50	0.17
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/8/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/8/2024	0	0	0	0		0	0	0
UNR_1024_4.0	YES	2024-11-01T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_1024_4.0	NO	2024-11-01T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0924_4.0	YES	2024-10-04T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0924_4.0	NO	2024-10-04T07:30:00-05:00	8/8/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/9/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/9/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/9/2024	0.96	0	0	0.96	0.96	0	320	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/9/2024	0.05	0	0	0.05	0.05	0	320	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/9/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/9/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/9/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/9/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/9/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/9/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/9/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/9/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/9/2024	0.87	0.87	0.87	0.87	0.87	5	55	0.87
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/9/2024	0.14	0.14	0.14	0.14	0.14	5	55	0.14
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/9/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/9/2024	0	0	0	0		0	0	0
UNR_1024_4.0	YES	2024-11-01T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_1024_4.0	NO	2024-11-01T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0924_4.0	YES	2024-10-04T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0924_4.0	NO	2024-10-04T07:30:00-05:00	8/9/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/10/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/10/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/10/2024	0.96	0	0	0.96	0.96	0	320	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/10/2024	0.05	0	0	0.05	0.05	0	320	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/10/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/10/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/10/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/10/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/10/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/10/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/10/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/10/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/10/2024	0.87	0	0	0.87	0.87	0	55	0
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/10/2024	0.14	0	0	0.14	0.14	0	55	0
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/10/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/10/2024	0	0	0	0		0	0	0
UNR_1024_4.0	YES	2024-11-01T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_1024_4.0	NO	2024-11-01T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0924_4.0	YES	2024-10-04T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0924_4.0	NO	2024-10-04T07:30:00-05:00	8/10/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/11/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/11/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/11/2024	0.96	0	0	0.96	0.96	0	320	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/11/2024	0.05	0	0	0.05	0.05	0	320	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/11/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/11/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/11/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/11/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/11/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/11/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/11/2024	0.69	0	0	0.69	0.69	0	20	0
UNR_1024_3.9	NO	2024-11-01T07:30:00-05:00	8/11/2024	0.32	0	0	0.32	0.32	0	20	0
UNR_0325_3.9	YES	2025-04-04T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0325_3.9	NO	2025-04-04T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0824_4.0	YES	2024-09-06T07:30:00-05:00	8/11/2024	0.87	0	0	0.87	0.87	0	55	0
UNR_0824_4.0	NO	2024-09-06T07:30:00-05:00	8/11/2024	0.14	0	0	0.14	0.14	0	55	0
UNR_1224_4.0	YES	2025-01-03T07:30:00-06:00	8/11/2024	0	0	0	0		0	0	0
UNR_1224_4.0	NO	2025-01-03T07:30:00-06:00	8/11/2024	0	0	0	0		0	0	0
UNR_1024_4.0	YES	2024-11-01T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_1024_4.0	NO	2024-11-01T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0924_4.0	YES	2024-10-04T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0924_4.0	NO	2024-10-04T07:30:00-05:00	8/11/2024	0	0	0	0		0	0	0
UNR_0325_4.0	YES	2025-04-04T07:30:00-05:00	8/12/2024	0.3	0	0	0.3	0.3	0	1	0
UNR_0325_4.0	NO	2025-04-04T07:30:00-05:00	8/12/2024	0.71	0	0	0.71	0.71	0	1	0
UNR_0625_4.0	YES	2025-07-03T07:30:00-05:00	8/12/2024	0	0	0	0		0	0	0
UNR_0625_4.0	NO	2025-07-03T07:30:00-05:00	8/12/2024	0	0	0	0		0	0	0
UNR_0626_4.1	YES	2026-07-03T07:30:00-05:00	8/12/2024	0	0	0	0		0	0	0
UNR_0626_4.1	NO	2026-07-03T07:30:00-05:00	8/12/2024	0	0	0	0		0	0	0
UNR_0824_3.9	YES	2024-09-06T07:30:00-05:00	8/12/2024	0.96	0	0	0.96	0.96	0	320	0
UNR_0824_3.9	NO	2024-09-06T07:30:00-05:00	8/12/2024	0.05	0	0	0.05	0.05	0	320	0
UNR_0924_3.9	YES	2024-10-04T07:30:00-05:00	8/12/2024	0.83	0	0	0.83	0.83	0	100	0
UNR_0924_3.9	NO	2024-10-04T07:30:00-05:00	8/12/2024	0.18	0	0	0.18	0.18	0	100	0
UNR_1224_3.9	YES	2025-01-03T07:30:00-06:00	8/12/2024	0.73	0	0	0.73	0.73	0	50	0
UNR_1224_3.9	NO	2025-01-03T07:30:00-06:00	8/12/2024	0.28	0	0	0.28	0.28	0	50	0
UNR_1225_4.0	YES	2026-01-02T07:30:00-06:00	8/12/2024	0	0	0	0		0	0	0
UNR_1225_4.0	NO	2026-01-02T07:30:00-06:00	8/12/2024	0	0	0	0		0	0	0
UNR_1024_3.9	YES	2024-11-01T07:30:00-05:00	8/12/2024	0.69	0	0	0.69	0.69	0	20	0
